
uid,i__start_size,i__cons_marry_allow_thr,i__cons_marry_chance,d__incident_rate,c__gen_count,c__min_offspring,c__max_offspring,c__min_gen_grow,c__max_gen_grow,c__death_age,c__min_marry_age,c__max_marry_age,c__gene_healthy_weight,c__gene_trait_weight,c__gene_affect_weight,s__stop_marry_prop,s__cons_marry_prop,s__die_dis_count,s__die_age_count,s__stop_marry_count,s__offspring_count,s__cons_marry_count,s__marry_count,s__end_size,s__end_kid_count,s__end_senior_count,s__end_male_unmarry_count,s__end_female_unmarry_count,s__end_male_marry_count,s__end_female_marry_count
b001_r003_p220,16000,0,0,0.01391830019057247,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,10904,187085,0,783429,0,260979,601440,265736,0,0,831,167650,167223
b001_r003_p221,16000,0,0.2,0.013904516006774602,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10062434183800242,10566,183634,0,759897,25513,253547,581697,257239,0,0,996,162012,161450
b001_r003_p222,16000,0,0.4,0.013734720488842684,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.187221855706272,10807,187538,0,786838,49095,262229,604493,267020,0,553,0,168409,168511
b001_r003_p223,16000,0,0.6,0.014741420976317062,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.26181886848865615,11224,184929,0,761392,66552,254191,581239,256787,0,0,997,162031,161424
b001_r003_p224,16000,0,0.8,0.014496021524279786,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.326693318365617,11379,188659,0,784974,85560,261897,600936,265587,0,0,214,168011,167124
b001_r003_p225,16000,2,0,0.013968462410115751,11,0,6,16,19,80,18,60,0.8,0.2,0,3.5729031028678504e-05,0.0,10552,182989,9,755416,0,251896,577875,255035,21,1956,0,160184,160679
b001_r003_p226,16000,2,0.2,0.013856353391279181,11,0,6,16,19,80,18,60,0.8,0.2,0,4.26540100585911e-05,0.09992671265544478,10724,186155,11,773941,25770,257889,593062,262394,0,0,1044,164926,164698
b001_r003_p227,16000,2,0.4,0.014264675596174845,11,0,6,16,19,80,18,60,0.8,0.2,0,2.7155149004181894e-05,0.1873356143658497,11013,187123,7,772047,48291,257778,589911,261247,1,218,0,163887,164558
b001_r003_p228,16000,2,0.6,0.015013820616275361,11,0,6,16,19,80,18,60,0.8,0.2,0,3.996131744471352e-05,0.2602640643856747,11249,181141,10,749243,65129,250242,572853,253231,0,265,0,159441,159916
b001_r003_p229,16000,2,0.8,0.01419336250050292,11,0,6,16,19,80,18,60,0.8,0.2,0,1.9452982142162394e-05,0.32633544722405944,10936,184551,5,770501,83878,257030,591014,261266,0,0,239,164903,164606
b001_r003_p230,16000,3,0,0.013913945661650747,11,0,6,16,19,80,18,60,0.8,0.2,0,9.6397435057048e-05,0.0,10836,185861,25,778787,0,259343,598090,264558,3,700,0,166158,166671
b001_r003_p231,16000,3,0.2,0.01334107248794601,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20542714649911753,0.0,10412,186074,53424,780447,0,260063,599961,265834,4,70,0,166990,167063
b001_r003_p232,16000,3,0.4,0.013636675206832823,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4051008326701733,0.0,10544,184421,104356,773209,0,257605,594244,263027,0,0,425,165275,165517
b001_r003_p233,16000,3,0.6,0.014156051118080314,11,0,6,16,19,80,18,60,0.8,0.2,0,0.60227176888221,0.0,11086,187670,157105,783128,0,260854,600372,266086,1,244,0,166993,167048
b001_r003_p234,16000,3,0.8,0.013751253436842956,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8058135247889784,0.0,10628,185468,207638,772875,0,257675,592779,262728,0,0,168,164904,164979
b001_r003_p235,16000,4,0,0.014203877962440596,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00017139629550279493,0.0,10942,184452,44,770353,0,256715,590959,261843,0,0,138,164490,164488
b001_r003_p236,16000,4,0.2,0.013507708584284558,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20373980688133658,0.0,10597,187181,53193,784515,0,261083,602737,267651,0,101,0,167804,167181
b001_r003_p237,16000,4,0.4,0.01346384389746206,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4086191335740072,0.0,10557,187918,106849,784100,0,261488,601625,266187,0,0,380,167812,167246
b001_r003_p238,16000,4,0.6,0.013551444061036458,11,0,6,16,19,80,18,60,0.8,0.2,0,0.612124760778242,0.0,10356,183219,155768,764199,0,254471,586624,260261,0,0,640,162875,162848
b001_r003_p239,16000,4,0.8,0.01373698307496395,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8132986057913283,0.0,10755,187715,212336,782923,0,261080,600453,264951,1,1055,0,167357,167089
b001_r004_p240,1000,0,0,0.015016623156391547,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,673,11528,0,44817,0,15141,33616,14717,0,0,140,9378,9381
b001_r004_p241,1000,0,0.2,0.014754797441364606,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.09951907662712407,692,11221,0,46900,1552,15595,35987,15932,0,83,0,9979,9993
b001_r004_p242,1000,0,0.4,0.014150200739982681,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18644870883676853,719,12013,0,50812,3148,16884,39080,17245,0,80,0,10889,10866
b001_r004_p243,1000,0,0.6,0.015160984657567388,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.26340071632368117,752,11925,0,49601,4339,16473,37924,16772,0,0,130,10508,10514
b001_r004_p244,1000,0,0.8,0.014396863321693315,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.33486801718845915,705,11468,0,48969,5455,16290,37796,16643,0,0,40,10577,10536
b001_r004_p245,1000,2,0,0.013788719117872723,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00039471087428458656,0.0,629,11347,6,45617,0,15201,34641,15569,0,0,16,9557,9499
b001_r004_p246,1000,2,0.2,0.014579943478633211,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00038385260060136905,0.09737060968588063,681,11297,6,46708,1522,15631,35730,15723,0,0,42,9975,9990
b001_r004_p247,1000,2,0.4,0.013605920097419325,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00013969406998672905,0.18998393518195153,581,10590,2,42702,2720,14317,32531,14461,0,26,0,9115,8929
b001_r004_p248,1000,2,0.6,0.01343223310875433,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0004464855211123868,0.27178211506569716,632,11413,7,47051,4261,15678,36006,16029,0,0,34,9959,9984
b001_r004_p249,1000,2,0.8,0.014253579616732275,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0005815456190230034,0.33025329542517445,659,11468,9,46234,5111,15476,35107,15353,0,0,270,9716,9768
b001_r004_p250,1000,3,0,0.013387515520939157,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0011493475762287878,0.0,593,10614,17,44295,0,14791,34088,15079,0,41,0,9500,9468
b001_r004_p251,1000,3,0.2,0.01314116150911403,11,0,6,16,19,80,18,60,0.8,0.2,0,0.21480030333670375,0.0,620,11698,3399,47180,0,15824,35862,15818,0,94,0,10009,9941
b001_r004_p252,1000,3,0.4,0.015024753425183252,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4239813736903376,0.0,783,12477,7284,52114,0,17180,39854,17778,4,182,0,10886,11004
b001_r004_p253,1000,3,0.6,0.015556993951297905,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6200320085356095,0.0,697,10957,9298,44803,0,14996,34149,15013,0,100,0,9560,9476
b001_r004_p254,1000,3,0.8,0.01400097434919828,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8162007623888183,0.0,661,11435,12847,47211,0,15740,36115,16035,1,33,0,10048,9998
b001_r004_p255,1000,4,0,0.014874958039610607,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0036018957345971565,0.0,709,11058,57,47664,0,15825,36897,16224,0,0,78,10324,10271
b001_r004_p256,1000,4,0.2,0.014365228779569453,11,0,6,16,19,80,18,60,0.8,0.2,0,0.2148988350705089,0.0,702,11964,3505,48868,0,16310,37202,16517,0,0,16,10257,10412
b001_r004_p257,1000,4,0.4,0.013204244375769888,11,0,6,16,19,80,18,60,0.8,0.2,0,0.41911382536382535,0.0,611,11102,6451,46273,0,15392,35560,15801,0,0,76,9838,9845
b001_r004_p258,1000,4,0.6,0.014939011432700072,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6684243964421855,0.0,703,11634,10521,47058,0,15740,35721,15629,10,214,0,9855,10013
b001_r004_p259,1000,4,0.8,0.01698377106320627,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8303535690460306,0.0,765,10764,12447,45043,0,14990,34514,15221,2,0,73,9618,9600
b001_r004_p260,4000,0,0,0.01357632468766281,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,2658,46879,0,195782,0,65229,150245,66022,0,0,643,41777,41803
b001_r004_p261,4000,0,0.2,0.014418819044856823,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10163178155634868,2784,46212,0,193081,6521,64163,148085,65959,0,11,0,41139,40976
b001_r004_p262,4000,0,0.4,0.015289846510778617,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18841842084039034,2847,44877,0,186202,11681,61995,142478,63287,0,0,77,39569,39545
b001_r004_p263,4000,0,0.6,0.013737519803506683,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.263020999553201,2584,45485,0,188098,16483,62668,144029,64052,2,124,0,39825,40026
b001_r004_p264,4000,0,0.8,0.013956368486234163,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.33020401657634685,2637,44922,0,188946,20717,62740,145387,64821,0,0,8,40322,40236
b001_r004_p265,4000,2,0,0.0126025334158083,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00014460851262110963,0.0,2343,45089,9,185915,0,62237,142483,63069,0,25,0,39634,39755
b001_r004_p266,4000,2,0.2,0.013453698311007572,11,0,6,16,19,80,18,60,0.8,0.2,0,9.503595526974372e-05,0.0986156429182374,2541,45836,6,188870,6226,63134,144493,63845,0,0,207,40231,40210
b001_r004_p267,4000,2,0.4,0.013767246550689862,11,0,6,16,19,80,18,60,0.8,0.2,0,9.011850583517325e-05,0.1886030129620451,2754,47398,6,200040,12557,66579,153888,68020,0,0,105,42805,42958
b001_r004_p268,4000,2,0.6,0.01432459241549457,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00012217657569602467,0.26078590082316466,2816,47031,8,196585,17076,65479,150738,66329,0,475,0,41957,41977
b001_r004_p269,4000,2,0.8,0.014130993734717223,11,0,6,16,19,80,18,60,0.8,0.2,0,6.282590940503864e-05,0.326757554815606,2693,45757,4,190574,20804,63668,146124,64438,0,104,0,40780,40802
b001_r004_p270,4000,3,0,0.012464346114041952,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00021209550357532422,0.0,2469,47755,14,198085,0,66008,151861,67113,0,0,487,42214,42047
b001_r004_p271,4000,3,0.2,0.013387354254652737,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20592930444697832,0.0,2650,46974,13545,197948,0,65775,152324,67579,1,165,0,42229,42350
b001_r004_p272,4000,3,0.4,0.013108909882610579,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4152387061303033,0.0,2574,47338,27189,196355,0,65478,150443,66039,9,757,0,41739,41899
b001_r004_p273,4000,3,0.6,0.014085738804379315,11,0,6,16,19,80,18,60,0.8,0.2,0,0.621022447976405,0.0,2577,44874,37901,182951,0,61030,139500,61604,6,664,0,38552,38674
b001_r004_p274,4000,3,0.8,0.013046643744253896,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8314556750830248,0.0,2455,45535,52326,188171,0,62933,144181,63411,3,427,0,40076,40264
b001_r004_p275,4000,4,0,0.015147954862154703,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0008497148553033646,0.0,2772,44948,52,182995,0,61197,139275,61364,0,0,465,38777,38669
b001_r004_p276,4000,4,0.2,0.014398621529318296,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20634354400930593,0.0,2791,46225,13304,193838,0,64475,148822,65671,0,0,426,41468,41257
b001_r004_p277,4000,4,0.4,0.01328616943879983,11,0,6,16,19,80,18,60,0.8,0.2,0,0.40357633697310197,0.0,2648,47453,26722,199305,0,66213,153204,68230,0,1,0,42560,42413
b001_r004_p278,4000,4,0.6,0.013245551341509856,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6105640527889538,0.0,2539,46016,39001,191687,0,63877,147132,65177,1,216,0,40853,40885
b001_r004_p279,4000,4,0.8,0.014165960959190455,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8254572433147318,0.0,2643,44705,51180,186574,0,62002,143226,63429,0,0,483,39583,39731
b001_r004_p280,16000,0,0,0.013868964682430327,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,10770,185578,0,776554,0,258958,596206,263811,0,0,54,166089,166252
b001_r004_p281,16000,0,0.2,0.013908464578373022,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.09976505378216963,10766,187190,0,774061,25775,258357,592105,261464,1,1113,0,164684,164843
b001_r004_p282,16000,0,0.4,0.013727567598561825,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.1859913296040467,10534,184123,0,767361,47579,255813,588704,260537,5,658,0,163936,163568
b001_r004_p283,16000,0,0.6,0.014047224720850657,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2602783073111624,10916,187095,0,777093,67448,259138,595082,263626,0,273,0,165669,165514
b001_r004_p284,16000,0,0.8,0.014816866657176896,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.32419525999292537,11554,187919,0,779787,84318,260084,596314,263647,1,417,0,165902,166347
b001_r004_p285,16000,2,0,0.013891379314825354,11,0,6,16,19,80,18,60,0.8,0.2,0,3.115386113166401e-05,0.0,10691,184618,8,769614,0,256790,590305,261160,0,174,0,164428,164543
b001_r004_p286,16000,2,0.2,0.013648179134110086,11,0,6,16,19,80,18,60,0.8,0.2,0,5.76189543312168e-05,0.09966926720213881,10669,185752,15,781716,25947,260331,601295,265994,0,0,390,167514,167397
b001_r004_p287,16000,2,0.4,0.014694768772145443,11,0,6,16,19,80,18,60,0.8,0.2,0,4.7024154740818536e-05,0.1858002727400975,11239,183921,12,764830,47414,255188,585670,258298,1,910,0,163116,163345
b001_r004_p288,16000,2,0.6,0.014244596330420717,11,0,6,16,19,80,18,60,0.8,0.2,0,1.5860994246424337e-05,0.2640340059716643,10779,181279,4,756708,66587,252191,580650,256629,0,0,918,161735,161368
b001_r004_p289,16000,2,0.8,0.014663778562563642,11,0,6,16,19,80,18,60,0.8,0.2,0,2.33253379258332e-05,0.32681519723516994,11319,185134,6,771902,84067,257231,591449,262105,0,15,0,164874,164455
b001_r004_p290,16000,3,0,0.01320330348833966,11,0,6,16,19,80,18,60,0.8,0.2,0,6.473231284746021e-05,0.0,10414,188024,17,788742,0,262620,606304,268872,0,0,214,168540,168678
b001_r004_p291,16000,3,0.2,0.01318190082297882,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20256952783972856,0.0,10368,187827,53135,786533,0,262305,604338,266960,0,0,594,168357,168427
b001_r004_p292,16000,3,0.4,0.013464937540960816,11,0,6,16,19,80,18,60,0.8,0.2,0,0.40440053171438206,0.0,10170,182109,101915,755295,0,252015,579016,256496,0,0,599,161324,160597
b001_r004_p293,16000,3,0.6,0.013682722988483697,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6065633497091094,0.0,10699,187372,158162,781935,0,260751,599864,265664,0,0,68,167060,167072
b001_r004_p294,16000,3,0.8,0.013504951989186671,11,0,6,16,19,80,18,60,0.8,0.2,0,0.804537786971783,0.0,10381,184690,206516,768681,0,256689,589610,260455,0,463,0,164204,164488
b001_r004_p295,16000,4,0,0.013702251285789079,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0001462815612092096,0.0,10678,186044,38,779288,0,259773,598566,264998,0,0,61,166550,166957
b001_r004_p296,16000,4,0.2,0.013757008674597435,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20611890200430844,0.0,10727,187385,53486,779748,0,259491,597636,265499,0,0,539,166379,165219
b001_r004_p297,16000,4,0.4,0.01363666319577166,11,0,6,16,19,80,18,60,0.8,0.2,0,0.40978124234111013,0.0,10346,181524,103664,758690,0,252974,582820,257860,1,489,0,161899,162571
b001_r004_p298,16000,4,0.6,0.013094865925111688,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6121022873686923,0.0,10388,188336,161524,793288,0,263884,610564,270079,0,0,1051,169636,169798
b001_r004_p299,16000,4,0.8,0.013633534144391224,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8068602345299252,0.0,10469,183915,206695,767886,0,256172,589502,260559,0,511,0,164093,164339
b001_r005_p300,1000,0,0,0.014061241766637072,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,681,11966,0,48431,0,16236,36784,16212,2,63,0,10272,10235
b001_r005_p301,1000,0,0.2,0.013259179431914403,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10228262763547656,689,12288,0,51964,1761,17217,39987,17610,0,0,230,11114,11033
b001_r005_p302,1000,0,0.4,0.013794422717224962,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18878623765530422,649,11512,0,47048,2963,15695,35887,15790,0,0,219,9913,9965
b001_r005_p303,1000,0,0.6,0.014851054577081975,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2646905537459283,683,11204,0,45990,4063,15350,35103,15415,0,0,192,9806,9690
b001_r005_p304,1000,0,0.8,0.014468558708959377,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.3414481897627965,624,10611,0,43128,4923,14418,32893,14621,0,0,47,9167,9058
b001_r005_p305,1000,2,0,0.015887783582623632,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0004262271790864531,0.0,666,10423,6,41919,0,14077,31830,13926,0,0,160,8879,8865
b001_r005_p306,1000,2,0.2,0.01401004493787999,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0004625652547412939,0.1030859710566312,636,11143,7,45396,1560,15133,34617,15285,0,0,209,9623,9500
b001_r005_p307,1000,2,0.4,0.015294258659954452,11,0,6,16,19,80,18,60,0.8,0.2,0,0.000502620808501472,0.18769297048897823,638,10460,7,41715,2614,13927,31617,13948,4,252,0,8661,8752
b001_r005_p308,1000,2,0.6,0.014117937940412906,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0006611327407625064,0.2590171159920664,571,10073,9,40445,3526,13613,30801,13531,0,0,117,8593,8560
b001_r005_p309,1000,2,0.8,0.015391424075531079,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0006577024261911722,0.34850920783396666,626,10671,9,40672,4769,13684,30375,13405,11,239,0,8268,8452
b001_r005_p310,1000,3,0,0.014492448339055884,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0014007385712466573,0.0,688,11571,22,47473,0,15706,36214,16203,0,0,170,9981,9860
b001_r005_p311,1000,3,0.2,0.014503425039605507,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20223577235772358,0.0,650,10646,2985,44817,0,14760,34521,15571,0,0,74,9497,9379
b001_r005_p312,1000,3,0.4,0.015541424668855169,11,0,6,16,19,80,18,60,0.8,0.2,0,0.43430228543809984,0.0,677,10733,6290,43561,0,14483,33151,14780,0,0,137,9191,9043
b001_r005_p313,1000,3,0.6,0.013518227803942089,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6118313896670793,0.0,620,11039,9391,45864,0,15349,35205,15451,0,94,0,9831,9829
b001_r005_p314,1000,3,0.8,0.015612620590017244,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8809490676315057,0.0,670,11113,12661,42914,0,14372,32131,14003,0,0,487,8918,8723
b001_r005_p315,1000,4,0,0.013728938560163386,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0030538749639873234,0.0,726,12305,53,52881,0,17355,40850,18277,0,0,168,11248,11157
b001_r005_p316,1000,4,0.2,0.01384529389001161,11,0,6,16,19,80,18,60,0.8,0.2,0,0.19406834300451323,0.0,644,11194,3010,46514,0,15510,35676,15741,0,0,107,9967,9861
b001_r005_p317,1000,4,0.4,0.01405152224824356,11,0,6,16,19,80,18,60,0.8,0.2,0,0.44610778443113774,0.0,642,10773,6705,45689,0,15030,35274,15769,0,0,209,9741,9555
b001_r005_p318,1000,4,0.6,0.012268237001002795,11,0,6,16,19,80,18,60,0.8,0.2,0,0.645062515947946,0.0,575,11342,10112,46869,0,15676,35952,15786,0,0,145,10053,9968
b001_r005_p319,1000,4,0.8,0.013382019950633402,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8606612893294748,0.0,656,11627,13978,49021,0,16241,37738,16773,0,0,110,10486,10369
b001_r005_p320,4000,0,0,0.014148681055155876,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,2714,45690,0,191820,0,63893,147416,65155,0,0,159,41023,41079
b001_r005_p321,4000,0,0.2,0.014852927929121382,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.09951510157512757,2803,45891,0,188717,6280,63106,144023,63583,0,116,0,40217,40107
b001_r005_p322,4000,0,0.4,0.014451962110960758,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.19054751477459583,2670,44458,0,184750,11704,61423,141622,62694,0,0,538,39296,39094
b001_r005_p323,4000,0,0.6,0.015784787384814782,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.261306849531016,2996,46211,0,189803,16576,63435,144596,63711,0,0,226,40367,40292
b001_r005_p324,4000,0,0.8,0.01580399383574192,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.3307305559597135,2933,45261,0,185586,20458,61857,141392,62773,5,160,0,39094,39360
b001_r005_p325,4000,2,0,0.014387004896311915,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00015110076910291472,0.0,2859,47490,10,198721,0,66181,152372,67467,0,0,33,42474,42398
b001_r005_p326,4000,2,0.2,0.013941672799120959,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00013656020028829374,0.10196494954859267,2766,47099,9,198398,6720,65905,152533,67491,5,325,0,42257,42455
b001_r005_p327,4000,2,0.4,0.01433431423337588,11,0,6,16,19,80,18,60,0.8,0.2,0,4.782934489740606e-05,0.18819252905632702,2684,45799,3,187243,11804,62723,142760,62730,4,374,0,39753,39899
b001_r005_p328,4000,2,0.6,0.014646898725111015,11,0,6,16,19,80,18,60,0.8,0.2,0,3.080809636772544e-05,0.2647801842324163,2863,46466,2,195468,17189,64918,150139,66295,0,474,0,41722,41648
b001_r005_p329,4000,2,0.8,0.014992811665639762,11,0,6,16,19,80,18,60,0.8,0.2,0,9.505251651537474e-05,0.3361690667427087,2847,45960,6,189891,21220,63123,145084,64722,0,75,0,40375,39912
b001_r005_p330,4000,3,0,0.013294046929005389,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00024254576030010994,0.0,2477,44181,15,186324,0,61844,143666,63858,1,282,0,39727,39798
b001_r005_p331,4000,3,0.2,0.013497503367613566,11,0,6,16,19,80,18,60,0.8,0.2,0,0.21104206888719437,0.0,2495,44942,13008,184849,0,61637,141412,62811,0,0,267,39420,38914
b001_r005_p332,4000,3,0.4,0.013511171790899782,11,0,6,16,19,80,18,60,0.8,0.2,0,0.40973470868426864,0.0,2573,46055,25978,190435,0,63402,145807,64600,5,448,0,40269,40485
b001_r005_p333,4000,3,0.6,0.014266680556850144,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6195589802442824,0.0,2602,44503,37790,182383,0,60995,139278,61738,0,0,50,38907,38583
b001_r005_p334,4000,3,0.8,0.01309104353038052,11,0,6,16,19,80,18,60,0.8,0.2,0,0.813819095477387,0.0,2337,43851,48585,178519,0,59700,136331,60742,6,0,21,37619,37943
b001_r005_p335,4000,4,0,0.01447554363887441,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0008061655541582019,0.0,2694,45433,50,186107,0,62022,141980,63135,3,225,0,39207,39410
b001_r005_p336,4000,4,0.2,0.013981959772486303,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20687002527591566,0.0,2677,46302,13177,191461,0,63697,146482,64879,0,0,509,40652,40442
b001_r005_p337,4000,4,0.4,0.012977998076952742,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4142252276005397,0.0,2524,46243,26708,194483,0,64477,149716,66465,0,0,539,41379,41333
b001_r005_p338,4000,4,0.6,0.013571325485021546,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6186654295213794,0.0,2633,46192,40006,194012,0,64665,149187,66012,0,28,0,41472,41675
b001_r005_p339,4000,4,0.8,0.014544531949816445,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8350696877676556,0.0,2809,46265,53624,193131,0,64215,148057,65215,4,634,0,41001,41203
b001_r005_p340,16000,0,0,0.013430863829507733,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,10633,187783,0,791684,0,263631,609268,269552,0,0,235,169714,169767
b001_r005_p341,16000,0,0.2,0.013511732308495488,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10008022540626223,10456,185872,0,773846,25823,258023,593518,262223,6,1099,0,164834,165356
b001_r005_p342,16000,0,0.4,0.014528667665155965,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18644536545083437,11204,185485,0,771165,47865,256724,590476,261472,11,996,0,163642,164355
b001_r005_p343,16000,0,0.6,0.013991224548095822,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.26548581676548777,10628,183971,0,759619,67208,253151,581020,257246,0,0,1442,161767,160565
b001_r005_p344,16000,0,0.8,0.014807009186093477,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.3266759001695395,11438,186396,0,772472,84203,257757,590638,261233,3,276,0,164489,164637
b001_r005_p345,16000,2,0,0.013847552963986967,11,0,6,16,19,80,18,60,0.8,0.2,0,3.908433226372544e-05,0.0,10613,184741,10,766417,0,255857,587063,259923,0,0,167,163663,163310
b001_r005_p346,16000,2,0.2,0.01401800906090486,11,0,6,16,19,80,18,60,0.8,0.2,0,3.082970442020887e-05,0.09961077498169486,10941,186301,8,780496,25848,259490,599254,265305,0,0,1270,166297,166382
b001_r005_p347,16000,2,0.4,0.013415241660347516,11,0,6,16,19,80,18,60,0.8,0.2,0,1.169877981726506e-05,0.18667742954409855,10314,184267,3,768827,47871,256437,590246,261322,0,0,317,164502,164105
b001_r005_p348,16000,2,0.6,0.014536012679486104,11,0,6,16,19,80,18,60,0.8,0.2,0,3.932456133451831e-06,0.26075330129692403,11079,183930,1,762176,66308,254294,583167,258253,1,250,0,162098,162565
b001_r005_p349,16000,2,0.8,0.014503002496994849,11,0,6,16,19,80,18,60,0.8,0.2,0,3.182496270512183e-05,0.32587170561909495,10931,182437,8,753706,81916,251375,576338,255326,0,688,0,159960,160364
